Gene names,ORF,genotype,nutrient,samplingTime,replicate,intensity,normalized_intensity
ABP1,ABP1,WT,P,T00,R3,3773000001,839283144.8
ABP140,AB140,spike-in,C,T00,R1,177600001,71095232.81
ABP140,AB140,rim15KO,C,T00,R1,161870001,73760248.45
ABP140,AB140,WT,C,T00,R1,190700001,68413124.56
ABP140,AB140,spike-in,C,T00,R3,170300001,44659144.07
ABP140,AB140,rim15KO,C,T00,R3,173410001,53021907.84
ABP140,AB140,WT,C,T00,R3,244880001,54472212.37
ABP140,AB140,spike-in,C,T06,R1,65715001,59804892.26
ABP140,AB140,rim15KO,C,T06,R1,54146001,59820787.84
ABP140,AB140,WT,C,T06,R1,45817001,62081745.73
ABP140,AB140,spike-in,C,T06,R3,111390001,69274758.32
ABP140,AB140,rim15KO,C,T06,R3,65386001,57985266.69
ABP140,AB140,WT,C,T06,R3,64851001,53638890.67
ABP140,AB140,spike-in,C,T16,R1,89028001,75426068.29
ABP140,AB140,rim15KO,C,T16,R1,29594001,47398998.84
ABP140,AB140,WT,C,T16,R1,27897001,60003822.27
ABP140,AB140,spike-in,C,T16,R3,88357001,56420109.56
ABP140,AB140,rim15KO,C,T16,R3,32259001,42039559.18
ABP140,AB140,WT,C,T16,R3,39943001,52434634.84
ABP140,AB140,spike-in,C,T30,R1,80306001,73110005.72
ABP140,AB140,rim15KO,C,T30,R1,41221001,71813789.41
ABP140,AB140,WT,C,T30,R1,37080001,94807061.94
ABP140,AB140,spike-in,C,T30,R3,82459001,69073479.95
ABP140,AB140,rim15KO,C,T30,R3,22737001,45447990.42
ABP140,AB140,WT,C,T30,R3,26403001,45587293.34
ABP140,AB140,spike-in,P,T06,R1,89937001,72686134.77
ABP140,AB140,rim15KO,P,T06,R1,85738001,72231277.61
ABP140,AB140,WT,P,T06,R1,80549001,81521240.67
ABP140,AB140,spike-in,P,T06,R3,68183001,65666763.09
ABP140,AB140,rim15KO,P,T06,R3,55844001,62021998.68
ABP140,AB140,WT,P,T06,R3,66245001,67587548.34
ABP140,AB140,spike-in,P,T16,R1,58504001,40868435.77
ABP140,AB140,rim15KO,P,T16,R1,22467001,29870302.01
ABP140,AB140,WT,P,T16,R1,21940001,35042437.3
ABP140,AB140,spike-in,P,T16,R3,104430001,61007354.76
ABP140,AB140,rim15KO,P,T16,R3,59461001,79848383.53
ABP140,AB140,WT,P,T16,R3,50993001,59573321.98
ABP140,AB140,spike-in,P,T30,R1,95904001,60833585.9
ABP140,AB140,rim15KO,P,T30,R1,22865001,33646700.36
ABP140,AB140,WT,P,T30,R1,15574001,31213522.06
ABP140,AB140,spike-in,P,T30,R3,88017001,63969602.29
ABP140,AB140,rim15KO,P,T30,R3,29580001,69389775.12
ABP140,AB140,WT,P,T30,R3,20576001,39850464.58
ABP140,AB140,spike-in,P,T00,R1,177600001,71095232.81
ABP140,AB140,rim15KO,P,T00,R1,161870001,73760248.45
ABP140,AB140,WT,P,T00,R1,190700001,68413124.56
ABP140,AB140,spike-in,P,T00,R3,170300001,44659144.07
ABP140,AB140,rim15KO,P,T00,R3,173410001,53021907.84
ABP140,AB140,WT,P,T00,R3,244880001,54472212.37
ABZ1,ADCS,spike-in,C,T00,R1,20192001,8083079.977
ABZ1,ADCS,rim15KO,C,T00,R1,12684001,5779792.793
ABZ1,ADCS,WT,C,T00,R1,24650001,8843123.126
ABZ1,ADCS,spike-in,C,T00,R3,23039001,6041703.222
ABZ1,ADCS,rim15KO,C,T00,R3,18188001,5561170.101
ABZ1,ADCS,WT,C,T00,R3,32230001,7169386.851
ABZ1,ADCS,spike-in,C,T06,R1,10506001,9561138.984
ABZ1,ADCS,rim15KO,C,T06,R1,4167101,4603835.19
ABZ1,ADCS,WT,C,T06,R1,4300401,5827016.077
ABZ1,ADCS,spike-in,C,T06,R3,6207601,3860580.44
ABZ1,ADCS,rim15KO,C,T06,R3,4441701,3938965.728
ABZ1,ADCS,WT,C,T06,R3,6742601,5576870.554
ABZ1,ADCS,spike-in,C,T16,R1,6034701,5112703.471
ABZ1,ADCS,rim15KO,C,T16,R1,3357901,5378155.715
ABZ1,ADCS,WT,C,T16,R1,3982701,8566414.825
ABZ1,ADCS,spike-in,C,T16,R3,21203001,13539115.47
ABZ1,ADCS,rim15KO,C,T16,R3,10875001,14172176.26
ABZ1,ADCS,WT,C,T16,R3,11088001,14555623.49
ABZ1,ADCS,spike-in,C,T30,R1,11173001,10171819.75
ABZ1,ADCS,rim15KO,C,T30,R1,2658201,4631025.016
ABZ1,ADCS,WT,C,T30,R1,3729701,9536191.591
ABZ1,ADCS,spike-in,C,T30,R3,1,0.837670589
ABZ1,ADCS,rim15KO,C,T30,R3,1,1.99885598
ABZ1,ADCS,WT,C,T30,R3,1,1.726595145
ABZ1,ADCS,spike-in,P,T06,R1,9732401,7865623.746
ABZ1,ADCS,rim15KO,P,T06,R1,1,0.842465147
ABZ1,ADCS,WT,P,T06,R1,1,1.012070164
ABZ1,ADCS,spike-in,P,T06,R3,8386701,8077196.656
ABZ1,ADCS,rim15KO,P,T06,R3,7825401,8691121.728
ABZ1,ADCS,WT,P,T06,R3,7307701,7455801.753
ABZ1,ADCS,spike-in,P,T16,R1,11234001,7847600.856
ABZ1,ADCS,rim15KO,P,T16,R1,5448301,7243619.044
ABZ1,ADCS,WT,P,T16,R1,1,1.59719397
ABZ1,ADCS,spike-in,P,T16,R3,5483501,3203427.057
ABZ1,ADCS,rim15KO,P,T16,R3,4215501,5660869.056
ABZ1,ADCS,WT,P,T16,R3,1,1.16826468
ABZ1,ADCS,spike-in,P,T30,R1,17059001,10820822.82
ABZ1,ADCS,rim15KO,P,T30,R1,5778501,8503279.386
ABZ1,ADCS,WT,P,T30,R1,2494501,4999496.404
ABZ1,ADCS,spike-in,P,T30,R3,1,0.726786888
ABZ1,ADCS,rim15KO,P,T30,R3,1,2.345834103
ABZ1,ADCS,WT,P,T30,R3,1,1.93674488
ABZ1,ADCS,spike-in,P,T00,R1,20192001,8083079.977
ABZ1,ADCS,rim15KO,P,T00,R1,12684001,5779792.793
ABZ1,ADCS,WT,P,T00,R1,24650001,8843123.126
ABZ1,ADCS,spike-in,P,T00,R3,23039001,6041703.222
ABZ1,ADCS,rim15KO,P,T00,R3,18188001,5561170.101
ABZ1,ADCS,WT,P,T00,R3,32230001,7169386.851
ACB1,ACBP,spike-in,C,T00,R1,6070700001,2430167947
ACB1,ACBP,rim15KO,C,T00,R1,5624000001,2562720917
ACB1,ACBP,WT,C,T00,R1,5988900001,2148502148
ACB1,ACBP,spike-in,C,T00,R3,9294900001,2437476664
ACB1,ACBP,rim15KO,C,T00,R3,7997500001,2445318641
ACB1,ACBP,WT,C,T00,R3,7328400001,1630162364
ACB1,ACBP,spike-in,C,T06,R1,3373700001,3070284745
ACB1,ACBP,rim15KO,C,T06,R1,2200500001,2431124021
ACB1,ACBP,WT,C,T06,R1,1581900001,2143464467
ACB1,ACBP,spike-in,C,T06,R3,4084200001,2540012259
ACB1,ACBP,rim15KO,C,T06,R3,2385200001,2115230417
ACB1,ACBP,WT,C,T06,R3,2273900001,1880764702
ACB1,ACBP,spike-in,C,T16,R1,2713400001,2298839595
ACB1,ACBP,rim15KO,C,T16,R1,1701800001,2725674581
ACB1,ACBP,WT,C,T16,R1,735850001,1582744062
ACB1,ACBP,spike-in,C,T16,R3,3843400001,2454192047
ACB1,ACBP,rim15KO,C,T16,R3,1879100001,2448821515
ACB1,ACBP,WT,C,T16,R3,1576600001,2069660348
ACB1,ACBP,spike-in,C,T30,R1,4572700001,4162953192
ACB1,ACBP,rim15KO,C,T30,R1,1328900001,2315163206
ACB1,ACBP,WT,C,T30,R1,1313300001,3357877864
ACB1,ACBP,spike-in,C,T30,R3,3769300001,3157431753
ACB1,ACBP,rim15KO,C,T30,R3,1321600001,2641688065
ACB1,ACBP,WT,C,T30,R3,1471700001,2541030077
ACB1,ACBP,spike-in,P,T06,R1,3120400001,2521874340
ACB1,ACBP,rim15KO,P,T06,R1,2160600001,1820230197
ACB1,ACBP,WT,P,T06,R1,1866100001,1888624135
ACB1,ACBP,spike-in,P,T06,R3,2535100001,2441544208
ACB1,ACBP,rim15KO,P,T06,R3,1505000001,1671497500
ACB1,ACBP,WT,P,T06,R3,1406800001,1435310765
ACB1,ACBP,spike-in,P,T16,R1,3798400001,2653402568
ACB1,ACBP,rim15KO,P,T16,R1,1459300001,1940166903
ACB1,ACBP,WT,P,T16,R1,1373300001,2193426480
ACB1,ACBP,spike-in,P,T16,R3,3786000001,2211757569
ACB1,ACBP,rim15KO,P,T16,R3,1277700001,1715784766
ACB1,ACBP,WT,P,T16,R3,1303100001,1522365705
ACB1,ACBP,spike-in,P,T30,R1,3299200001,2092740288
ACB1,ACBP,rim15KO,P,T30,R1,974680001,1434277914
ACB1,ACBP,WT,P,T30,R1,922440001,1848760721
ACB1,ACBP,spike-in,P,T30,R3,2791000001,2028462207
ACB1,ACBP,rim15KO,P,T30,R3,677180001,1588551940
ACB1,ACBP,WT,P,T30,R3,768300001,1488001093
ACB1,ACBP,spike-in,P,T00,R1,6070700001,2430167947
ACB1,ACBP,rim15KO,P,T00,R1,5624000001,2562720917
ACB1,ACBP,WT,P,T00,R1,5988900001,2148502148
ACB1,ACBP,spike-in,P,T00,R3,9294900001,2437476664
ACB1,ACBP,rim15KO,P,T00,R3,7997500001,2445318641
ACB1,ACBP,WT,P,T00,R3,7328400001,1630162364
ACC1,ACAC,spike-in,C,T00,R1,16460000001,6589118950
ACC1,ACAC,rim15KO,C,T00,R1,13199000001,6014465395
ACC1,ACAC,WT,C,T00,R1,16871000001,6052426946
ACC1,ACAC,spike-in,C,T00,R3,26691000001,6999396403
ACC1,ACAC,rim15KO,C,T00,R3,24099000001,7368519403
ACC1,ACAC,WT,C,T00,R3,38457000001,8554548606
ACC1,ACAC,spike-in,C,T06,R1,8192700001,7455885770
ACC1,ACAC,rim15KO,C,T06,R1,7234800001,7993045247
ACC1,ACAC,WT,C,T06,R1,5240600001,7100979760
ACC1,ACAC,spike-in,C,T06,R3,12001000001,7463563760
ACC1,ACAC,rim15KO,C,T06,R3,9787700001,8679876215
ACC1,ACAC,WT,C,T06,R3,12124000001,10027877759
ACC1,ACAC,spike-in,C,T16,R1,9314900001,7891745021
ACC1,ACAC,rim15KO,C,T16,R1,6484000001,10385047582
ACC1,ACAC,WT,C,T16,R1,4103300001,8825811921
ACC1,ACAC,spike-in,C,T16,R3,12599000001,8045055314
ACC1,ACAC,rim15KO,C,T16,R3,8151100001,10622419798
ACC1,ACAC,WT,C,T16,R3,9632100001,12644409125
ACC1,ACAC,spike-in,C,T30,R1,8974600001,8170411292
ACC1,ACAC,rim15KO,C,T30,R1,6611700001,11518673006
ACC1,ACAC,WT,C,T30,R1,3644400001,9318091891
ACC1,ACAC,spike-in,C,T30,R3,10007000001,8382569587
ACC1,ACAC,rim15KO,C,T30,R3,5482000001,10957728485
ACC1,ACAC,WT,C,T30,R3,7163500001,12368464322
ACC1,ACAC,spike-in,P,T06,R1,8738600001,7062444270
ACC1,ACAC,rim15KO,P,T06,R1,5563500001,4687054846
ACC1,ACAC,WT,P,T06,R1,6064300001,6137497098
ACC1,ACAC,spike-in,P,T06,R3,7142400001,6878815568
ACC1,ACAC,rim15KO,P,T06,R3,4840600001,5376113486
ACC1,ACAC,WT,P,T06,R3,5461100001,5571776809
ACC1,ACAC,spike-in,P,T16,R1,8858500001,6188175717
ACC1,ACAC,rim15KO,P,T16,R1,2437500001,3240702272
ACC1,ACAC,WT,P,T16,R1,2337200001,3732961748
ACC1,ACAC,spike-in,P,T16,R3,9892000001,5778844657
ACC1,ACAC,rim15KO,P,T16,R3,3500100001,4700178648
ACC1,ACAC,WT,P,T16,R3,4579200001,5349717622
ACC1,ACAC,spike-in,P,T30,R1,8556000001,5427220508
ACC1,ACAC,rim15KO,P,T30,R1,3158700001,4648144667
ACC1,ACAC,WT,P,T30,R1,2192300001,4393823042
ACC1,ACAC,spike-in,P,T30,R3,7467300001,5427135733
ACC1,ACAC,rim15KO,P,T30,R3,2007800001,4709965715
ACC1,ACAC,WT,P,T30,R3,2600600001,5036698736
ACC1,ACAC,spike-in,P,T00,R1,16460000001,6589118950
ACC1,ACAC,rim15KO,P,T00,R1,13199000001,6014465395
ACC1,ACAC,WT,P,T00,R1,16871000001,6052426946
ACC1,ACAC,spike-in,P,T00,R3,26691000001,6999396403
ACC1,ACAC,rim15KO,P,T00,R3,24099000001,7368519403
ACC1,ACAC,WT,P,T00,R3,38457000001,8554548606
ACH1,ACH1,spike-in,C,T00,R1,60612001,24263650.33
ACH1,ACH1,rim15KO,C,T00,R1,59008001,26888520.34
ACH1,ACH1,WT,C,T00,R1,85040001,30507877.04
ACH1,ACH1,spike-in,C,T00,R3,128570001,33715949.29
ACH1,ACH1,rim15KO,C,T00,R3,119020001,36391600.76
ACH1,ACH1,WT,C,T00,R3,202530001,45051687.28
ACH1,ACH1,spike-in,C,T06,R1,36240001,32980739.9
ACH1,ACH1,rim15KO,C,T06,R1,166800001,184281521.9
ACH1,ACH1,WT,C,T06,R1,92154001,124868086.8
ACH1,ACH1,spike-in,C,T06,R3,51716001,32162792.34
ACH1,ACH1,rim15KO,C,T06,R3,320550001,284268452.1
ACH1,ACH1,WT,C,T06,R3,278560001,230399673.2
ACH1,ACH1,spike-in,C,T16,R1,68944001,58410554.76
ACH1,ACH1,rim15KO,C,T16,R1,1050200001,1682044568
ACH1,ACH1,WT,C,T16,R1,231750001,498472429.7
ACH1,ACH1,spike-in,C,T16,R3,62783001,40089905.21
ACH1,ACH1,rim15KO,C,T16,R3,1060300001,1381770770
ACH1,ACH1,WT,C,T16,R3,189980001,249393679.3
ACH1,ACH1,spike-in,C,T30,R1,27687001,25206046.57
ACH1,ACH1,rim15KO,C,T30,R1,753420001,1312582033
ACH1,ACH1,WT,C,T30,R1,97620001,249597228.5
ACH1,ACH1,spike-in,C,T30,R3,43886001,36762012.32
ACH1,ACH1,rim15KO,C,T30,R3,762240001,1523607984
ACH1,ACH1,WT,C,T30,R3,176430001,304623183.1
ACH1,ACH1,spike-in,P,T06,R1,52680001,42575420.68
ACH1,ACH1,rim15KO,P,T06,R1,156180001,131576207.5
ACH1,ACH1,WT,P,T06,R1,182590001,184793892.3
ACH1,ACH1,spike-in,P,T06,R3,68123001,65608977.34
ACH1,ACH1,rim15KO,P,T06,R3,90074001,100038848.8
ACH1,ACH1,WT,P,T06,R3,155920001,159079937.3
ACH1,ACH1,spike-in,P,T16,R1,134840001,94193556.44
ACH1,ACH1,rim15KO,P,T16,R1,221630001,294661270.7
ACH1,ACH1,WT,P,T16,R1,228020001,364192170.6
ACH1,ACH1,spike-in,P,T16,R3,200160001,116932223.2
ACH1,ACH1,rim15KO,P,T16,R3,200170001,268802252.6
ACH1,ACH1,WT,P,T16,R3,342900001,400597959.8
ACH1,ACH1,spike-in,P,T30,R1,158200001,100349028.7
ACH1,ACH1,rim15KO,P,T30,R1,133690001,196729814.5
ACH1,ACH1,WT,P,T30,R1,112480001,225433207.1
ACH1,ACH1,spike-in,P,T30,R3,200500001,145720771.9
ACH1,ACH1,rim15KO,P,T30,R3,178680001,419153639.9
ACH1,ACH1,WT,P,T30,R3,188610001,365289453.7
ACH1,ACH1,spike-in,P,T00,R1,60612001,24263650.33
ACH1,ACH1,rim15KO,P,T00,R1,59008001,26888520.34
ACH1,ACH1,WT,P,T00,R1,85040001,30507877.04
ACH1,ACH1,spike-in,P,T00,R3,128570001,33715949.29
ACH1,ACH1,rim15KO,P,T00,R3,119020001,36391600.76
ACH1,ACH1,WT,P,T00,R3,202530001,45051687.28
ACO1,ACON,spike-in,C,T00,R1,5078700001,2033059442
ACO1,ACON,rim15KO,C,T00,R1,3912200001,1782695016
ACO1,ACON,WT,C,T00,R1,6054900001,2172179475
ACO1,ACON,spike-in,C,T00,R3,8401600001,2203219393
ACO1,ACON,rim15KO,C,T00,R3,4176100001,1276885924
ACO1,ACON,WT,C,T00,R3,4903600001,1090778910
ACO1,ACON,spike-in,C,T06,R1,2789100001,2538261014
ACO1,ACON,rim15KO,C,T06,R1,3592200001,3968681531
ACO1,ACON,WT,C,T06,R1,3024800001,4098584815
ACO1,ACON,spike-in,C,T06,R3,3402200001,2115868397
ACO1,ACON,rim15KO,C,T06,R3,4079400001,3617671877
ACO1,ACON,WT,C,T06,R3,2615200001,2163057235
ACO1,ACON,spike-in,C,T16,R1,3212500001,2721685781
ACO1,ACON,rim15KO,C,T16,R1,6777100001,10854488890
ACO1,ACON,WT,C,T16,R1,3052100001,6564779705
ACO1,ACON,spike-in,C,T16,R3,3572500001,2281209629
ACO1,ACON,rim15KO,C,T16,R3,7667900001,9992719114
ACO1,ACON,WT,C,T16,R3,2365800001,3105671984
ACO1,ACON,spike-in,C,T30,R1,2559600001,2330241431
ACO1,ACON,rim15KO,C,T30,R1,4341400001,7563435575
ACO1,ACON,WT,C,T30,R1,2052600001,5248138355
ACO1,ACON,spike-in,C,T30,R3,2700100001,2261794359
ACO1,ACON,rim15KO,C,T30,R3,3883000001,7761557773
ACO1,ACON,WT,C,T30,R3,2203900001,3805243042
ACO1,ACON,spike-in,P,T06,R1,3241900001,2620069357
ACO1,ACON,rim15KO,P,T06,R1,3969200001,3343912662
ACO1,ACON,WT,P,T06,R1,3645700001,3689704199
ACO1,ACON,spike-in,P,T06,R3,2755700001,2654003145
ACO1,ACON,rim15KO,P,T06,R3,2905400001,3226823147
ACO1,ACON,WT,P,T06,R3,2702700001,2757473986
ACO1,ACON,spike-in,P,T16,R1,3851700001,2690635707
ACO1,ACON,rim15KO,P,T16,R1,3503800001,4658368254
ACO1,ACON,WT,P,T16,R1,3146500001,5025570828
ACO1,ACON,spike-in,P,T16,R3,4751600001,2775855062
ACO1,ACON,rim15KO,P,T16,R3,3198200001,4294766250
ACO1,ACON,WT,P,T16,R3,3029200001,3538907369
ACO1,ACON,spike-in,P,T30,R1,4303800001,2729975646
ACO1,ACON,rim15KO,P,T30,R1,3158400001,4647703205
ACO1,ACON,WT,P,T30,R1,2550000001,5110727891
ACO1,ACON,spike-in,P,T30,R3,3504400001,2546951973
ACO1,ACON,rim15KO,P,T30,R3,1815800001,4259565567
ACO1,ACON,WT,P,T30,R3,1789600001,3465998639
ACO1,ACON,spike-in,P,T00,R1,5078700001,2033059442
ACO1,ACON,rim15KO,P,T00,R1,3912200001,1782695016
ACO1,ACON,WT,P,T00,R1,6054900001,2172179475
ACO1,ACON,spike-in,P,T00,R3,8401600001,2203219393
ACO1,ACON,rim15KO,P,T00,R3,4176100001,1276885924
ACO1,ACON,WT,P,T00,R3,4903600001,1090778910
ACO2,ACON2,spike-in,C,T00,R1,288070001,115317588.2
ACO2,ACON2,rim15KO,C,T00,R1,297910001,135750389.5
ACO2,ACON2,WT,C,T00,R1,228700001,82045524.77
ACO2,ACON2,spike-in,C,T00,R3,339160001,88940665.05
ACO2,ACON2,rim15KO,C,T00,R3,302860001,92602589.06
ACO2,ACON2,WT,C,T00,R3,330030001,73413362.59
ACO2,ACON2,spike-in,C,T06,R1,155750001,141742553.3
ACO2,ACON2,rim15KO,C,T06,R1,131780001,145591241
ACO2,ACON2,WT,C,T06,R1,93052001,126084871.1
ACO2,ACON2,spike-in,C,T06,R3,186410001,115930583.1
ACO2,ACON2,rim15KO,C,T06,R3,124800001,110674475.1
ACO2,ACON2,WT,C,T06,R3,117760001,97400436.72
ACO2,ACON2,spike-in,C,T16,R1,183740001,155667719.2
ACO2,ACON2,rim15KO,C,T16,R1,150350001,240806896.1
ACO2,ACON2,WT,C,T16,R1,72593001,156140709.5
ACO2,ACON2,spike-in,C,T16,R3,139470001,89058169.11
ACO2,ACON2,rim15KO,C,T16,R3,71126001,92690586.68
ACO2,ACON2,WT,C,T16,R3,48611001,63813434.72
ACO2,ACON2,spike-in,C,T30,R1,104890001,95491102.5
ACO2,ACON2,rim15KO,C,T30,R1,77702001,135369714.5
ACO2,ACON2,WT,C,T30,R1,30534001,78070087.54
ACO2,ACON2,spike-in,C,T30,R3,84047001,70403700.85
ACO2,ACON2,rim15KO,C,T30,R3,32156001,64275214.9
ACO2,ACON2,WT,C,T30,R3,42228001,72910661.51
ACO2,ACON2,spike-in,P,T06,R1,91124001,73645455.64
ACO2,ACON2,rim15KO,P,T06,R1,106860001,90025826.44
ACO2,ACON2,WT,P,T06,R1,80742001,81716570.22
ACO2,ACON2,spike-in,P,T06,R3,129910001,125115778.6
ACO2,ACON2,rim15KO,P,T06,R3,143740001,159641895.1
ACO2,ACON2,WT,P,T06,R3,103600001,105699599.5
ACO2,ACON2,spike-in,P,T16,R1,232300001,162275015.5
ACO2,ACON2,rim15KO,P,T16,R1,162650001,216246247.2
ACO2,ACON2,WT,P,T16,R1,117960001,188405002.3
ACO2,ACON2,spike-in,P,T16,R3,322760001,188554378
ACO2,ACON2,rim15KO,P,T16,R3,242340001,325431072.8
ACO2,ACON2,WT,P,T16,R3,158680001,185380240.5
ACO2,ACON2,spike-in,P,T30,R1,285120001,180856605.5
ACO2,ACON2,rim15KO,P,T30,R1,160000001,235445959.1
ACO2,ACON2,WT,P,T30,R1,120270001,241045979.7
ACO2,ACON2,spike-in,P,T30,R3,254070001,184654745.5
ACO2,ACON2,rim15KO,P,T30,R3,124310001,291610639.7
ACO2,ACON2,WT,P,T30,R3,89467001,173274756.1
ACO2,ACON2,spike-in,P,T00,R1,288070001,115317588.2
ACO2,ACON2,rim15KO,P,T00,R1,297910001,135750389.5
ACO2,ACON2,WT,P,T00,R1,228700001,82045524.77
ACO2,ACON2,spike-in,P,T00,R3,339160001,88940665.05
ACO2,ACON2,rim15KO,P,T00,R3,302860001,92602589.06
ACO2,ACON2,WT,P,T00,R3,330030001,73413362.59
ACP1,ACPM,spike-in,C,T00,R1,58184001,23291695.23
ACP1,ACPM,rim15KO,C,T00,R1,68895001,31393787.36
ACP1,ACPM,WT,C,T00,R1,382170001,137102484.2
ACP1,ACPM,spike-in,C,T00,R3,363781,95397.22838
ACP1,ACPM,rim15KO,C,T00,R3,361111,110413.4367
ACP1,ACPM,WT,C,T00,R3,301091,66976.04063
ACP1,ACPM,spike-in,C,T06,R1,12689001,11547809.88
ACP1,ACPM,rim15KO,C,T06,R1,14856001,16412988.36
ACP1,ACPM,WT,C,T06,R1,62461001,84634260.16
ACP1,ACPM,spike-in,C,T06,R3,518641,322548.9686
ACP1,ACPM,rim15KO,C,T06,R3,480061,425725.1504
ACP1,ACPM,WT,C,T06,R3,460461,380851.7503
ACP1,ACPM,spike-in,C,T16,R1,4733601,4010388.96
ACP1,ACPM,rim15KO,C,T16,R1,5219401,8359612.542
ACP1,ACPM,WT,C,T16,R1,2885601,6206656.032
ACP1,ACPM,spike-in,C,T16,R3,1,0.638547132
ACP1,ACPM,rim15KO,C,T16,R3,1,1.303188502
ACP1,ACPM,WT,C,T16,R3,1,1.312736488
ACP1,ACPM,spike-in,C,T30,R1,5738501,5224290.037
ACP1,ACPM,rim15KO,C,T30,R1,6020801,10489229.39
ACP1,ACPM,WT,C,T30,R1,3572501,9134258.75
ACP1,ACPM,spike-in,C,T30,R3,7484301,6269378.828
ACP1,ACPM,rim15KO,C,T30,R3,6491701,12975975.37
ACP1,ACPM,WT,C,T30,R3,5077101,8766097.937
ACP1,ACPM,spike-in,P,T06,R1,30109001,24333776.76
ACP1,ACPM,rim15KO,P,T06,R1,23925001,20155979.48
ACP1,ACPM,WT,P,T06,R1,112640001,113999584.3
ACP1,ACPM,spike-in,P,T06,R3,13386001,12892001.58
ACP1,ACPM,rim15KO,P,T06,R3,10666001,11845976.08
ACP1,ACPM,WT,P,T06,R3,55057001,56172807.91
ACP1,ACPM,spike-in,P,T16,R1,20484001,14309262.01
ACP1,ACPM,rim15KO,P,T16,R1,22503001,29918164.69
ACP1,ACPM,WT,P,T16,R1,111420001,177959353.7
ACP1,ACPM,spike-in,P,T16,R3,16541001,9663149.539
ACP1,ACPM,rim15KO,P,T16,R3,7245301,9729496.028
ACP1,ACPM,WT,P,T16,R3,40308001,47090413.88
ACP1,ACPM,spike-in,P,T30,R1,32559001,20652744.03
ACP1,ACPM,rim15KO,P,T30,R1,15673001,23063404.56
ACP1,ACPM,WT,P,T30,R1,15271001,30606247.33
ACP1,ACPM,spike-in,P,T30,R3,19820001,14404916.86
ACP1,ACPM,rim15KO,P,T30,R3,7930801,18604343.45
ACP1,ACPM,WT,P,T30,R3,8123501,15733148.97
ACP1,ACPM,spike-in,P,T00,R1,58184001,23291695.23
ACP1,ACPM,rim15KO,P,T00,R1,68895001,31393787.36
ACP1,ACPM,WT,P,T00,R1,382170001,137102484.2
ACP1,ACPM,spike-in,P,T00,R3,363781,95397.22838
ACP1,ACPM,rim15KO,P,T00,R3,361111,110413.4367
ACP1,ACPM,WT,P,T00,R3,301091,66976.04063
ACS1,ACS1,spike-in,C,T00,R1,28826001,11539365.09
ACS1,ACS1,rim15KO,C,T00,R1,139620001,63621461.04
ACS1,ACS1,WT,C,T00,R1,171990001,61700961.2
ACS1,ACS1,spike-in,C,T00,R3,24476001,6418539.333
ACS1,ACS1,rim15KO,C,T00,R3,36720001,11227521.47
ACS1,ACS1,WT,C,T00,R3,144510001,32145456.68
ACS1,ACS1,spike-in,C,T06,R1,33658001,30630953.25
ACS1,ACS1,rim15KO,C,T06,R1,976520001,1078864454
ACS1,ACS1,WT,C,T06,R1,673690001,912845678.1
ACS1,ACS1,spike-in,C,T06,R3,52109001,32407203.68
ACS1,ACS1,rim15KO,C,T06,R3,532860001,472548080.5
ACS1,ACS1,WT,C,T06,R3,728880001,602863704.2
ACS1,ACS1,spike-in,C,T16,R1,22859001,19366542.56
ACS1,ACS1,rim15KO,C,T16,R1,6229000001,9976628838
ACS1,ACS1,WT,C,T16,R1,586150001,1260753458
ACS1,ACS1,spike-in,C,T16,R3,30474001,19459085.93
ACS1,ACS1,rim15KO,C,T16,R3,8118000001,10579284259
ACS1,ACS1,WT,C,T16,R3,700170001,919138708
ACS1,ACS1,spike-in,C,T30,R1,21171001,19273927.04
ACS1,ACS1,rim15KO,C,T30,R1,4524300001,7882077572
ACS1,ACS1,WT,C,T30,R1,482760001,1234332688
ACS1,ACS1,spike-in,C,T30,R3,26178001,21928541.52
ACS1,ACS1,rim15KO,C,T30,R3,7455200001,14901871105
ACS1,ACS1,WT,C,T30,R3,822120001,1419468402
ACS1,ACS1,spike-in,P,T06,R1,13532001,10936420.36
ACS1,ACS1,rim15KO,P,T06,R1,15532001,13085169.5
ACS1,ACS1,WT,P,T06,R1,69650001,70490687.95
ACS1,ACS1,spike-in,P,T06,R3,1,0.963095817
ACS1,ACS1,rim15KO,P,T06,R3,5275301,5858905.268
ACS1,ACS1,WT,P,T06,R3,69322001,70726908.03
ACS1,ACS1,spike-in,P,T16,R1,17526001,12242927.56
ACS1,ACS1,rim15KO,P,T16,R1,40657001,54054250.44
ACS1,ACS1,WT,P,T16,R1,42420001,67752969.8
ACS1,ACS1,spike-in,P,T16,R3,16529001,9656139.214
ACS1,ACS1,rim15KO,P,T16,R3,1,1.342869817
ACS1,ACS1,WT,P,T16,R3,66642001,77855495.95
ACS1,ACS1,spike-in,P,T30,R1,1,0.634317497
ACS1,ACS1,rim15KO,P,T30,R1,1,1.471537235
ACS1,ACS1,WT,P,T30,R1,6541601,13110722.62
ACS1,ACS1,spike-in,P,T30,R3,25350001,18424048.35
ACS1,ACS1,rim15KO,P,T30,R3,8241101,19332255.77
ACS1,ACS1,WT,P,T30,R3,11239001,21767077.64
ACS1,ACS1,spike-in,P,T00,R1,28826001,11539365.09
ACS1,ACS1,rim15KO,P,T00,R1,139620001,63621461.04
ACS1,ACS1,WT,P,T00,R1,171990001,61700961.2
