Protein IDs,Protein names,Gene names,Fasta headers,rim15KO_C_T00_R1,rim15KO_C_T00_R2,rim15KO_C_T00_R3,rim15KO_C_T06_R1,rim15KO_C_T06_R2,rim15KO_C_T06_R3,rim15KO_C_T16_R1,rim15KO_C_T16_R2,rim15KO_C_T16_R3,rim15KO_C_T30_R1,rim15KO_C_T30_R2,rim15KO_C_T30_R3,rim15KO_N_T00_R1,rim15KO_N_T00_R2,rim15KO_N_T00_R3,rim15KO_N_T06_R1,rim15KO_N_T06_R2,rim15KO_N_T06_R3,rim15KO_N_T16_R1,rim15KO_N_T16_R2,rim15KO_N_T16_R3,rim15KO_N_T30_R1,rim15KO_N_T30_R2,rim15KO_N_T30_R3,rim15KO_P_T00_R1,rim15KO_P_T00_R2,rim15KO_P_T00_R3,rim15KO_P_T06_R1,rim15KO_P_T06_R2,rim15KO_P_T06_R3,rim15KO_P_T16_R1,rim15KO_P_T16_R2,rim15KO_P_T16_R3,rim15KO_P_T30_R1,rim15KO_P_T30_R2,rim15KO_P_T30_R3,WT_C_T00_R1,WT_C_T00_R2,WT_C_T00_R3,WT_C_T06_R1,WT_C_T06_R2,WT_C_T06_R3,WT_C_T16_R1,WT_C_T16_R2,WT_C_T16_R3,WT_C_T30_R1,WT_C_T30_R2,WT_C_T30_R3,WT_N_T00_R1,WT_N_T00_R2,WT_N_T00_R3,WT_N_T06_R1,WT_N_T06_R2,WT_N_T06_R3,WT_N_T16_R1,WT_N_T16_R2,WT_N_T16_R3,WT_N_T30_R1,WT_N_T30_R2,WT_N_T30_R3,WT_P_T00_R1,WT_P_T00_R2,WT_P_T00_R3,WT_P_T06_R1,WT_P_T06_R2,WT_P_T06_R3,WT_P_T16_R1,WT_P_T16_R2,WT_P_T16_R3,WT_P_T30_R1,WT_P_T30_R2,WT_P_T30_R3
Q6WNK7,Transcription and mRNA export factor SUS1,SUS1,sp|Q6WNK7|SUS1_YEAST Transcription and mRNA export factor SUS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUS1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6Q560,Protein ISD11,ISD11,sp|Q6Q560|ISD11_YEAST Protein ISD11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ISD11 PE=1 SV=1,0.87915,0.89045,0.86249,1.2422,1.1004,1.405,1.5659,1.4947,1.4055,1.2466,0.94927,NA,0.87915,0.89045,0.86249,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87915,0.99132,0.86249,0.9058,1.0055,0.96392,0.9649,1.0769,NA,1.0119,1.0465,0.90929,1.0022,0.99132,1.0462,1.2025,1.0538,1.175,1.0468,0.90833,1.0812,0.95189,0.62811,NA,1.0022,0.99132,1.0462,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0022,0.89045,1.0462,1.01,0.91842,1.1116,0.91386,0.89596,NA,0.8764,0.87922,0.94973
Q6Q547,H/ACA ribonucleoprotein complex subunit 3,NOP10,sp|Q6Q547|NOP10_YEAST H/ACA ribonucleoprotein complex subunit NOP10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP10 PE=1 SV=1,0.99552,0.86338,0.96447,0.85879,0.879,0.85859,0.81816,0.78236000000000006,0.7788,NA,0.75963,0.67341,0.99552,0.86338,0.96447,NA,NA,NA,NA,NA,NA,NA,0.63765,NA,0.99552,1.0599,0.96447,0.59763,NA,NA,NA,0.6987,NA,NA,NA,NA,1.0013,1.0599,0.90445,1.0189,0.95103,0.96155,0.99118,1.0903,0.9427,NA,1.1734,0.95071,1.0013,1.0599,0.90445,NA,NA,NA,NA,NA,NA,NA,1.1835,NA,1.0013,0.86338,0.90445,0.83748,NA,NA,NA,0.81138,NA,NA,NA,NA
Q6Q546,Ubiquitin-like modifier HUB1,HUB1,sp|Q6Q546|HUB1_YEAST Ubiquitin-like modifier HUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HUB1 PE=1 SV=2,0.88289,0.77761,0.92165,NA,0.90499,0.93331,NA,NA,NA,NA,NA,NA,0.88289,0.77761,0.92165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88289,0.95887,0.92165,0.87315,0.87807,0.8438,1.0232,NA,1.031,0.58031,0.98394,0.94625,0.78211,0.95887,0.60038,NA,0.72979,0.65854,NA,NA,NA,NA,NA,NA,0.78211,0.95887,0.60038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78211,0.77761,0.60038,0.91481,0.78594,0.74616,1.0225,NA,0.59291,0.58394,0.8582,0.6891
Q3E846,Cytochrome c oxidase assembly factor 6,COA6,sp|Q3E846|COA6_YEAST Cytochrome c oxidase assembly factor 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COA6 PE=1 SV=1,0.68383,1.1794,0.9025,1.9858,1.8783,NA,3.1971,NA,3.0573,2.5694,2.6635,2.5549,0.68383,1.1794,0.9025,NA,2.1486,NA,NA,NA,NA,NA,NA,NA,0.68383,0.98428,0.9025,1.5808,1.2658,1.3973,1.5085,0.93147,NA,1.1134,NA,1.8109,0.96007,0.98428,0.92344,1.7533,1.3539,NA,1.8982,NA,1.5401,1.7629,1.286,1.4927,0.96007,0.98428,0.92344,NA,1.1868,NA,NA,NA,NA,NA,NA,NA,0.96007,1.1794,0.92344,1.4171,2.4609,1.4124,1.211,1.1549,NA,0.99933,NA,0.95316
Q3E841,Uncharacterized protein YNR034W-A,YNR034W-A,sp|Q3E841|YN034_YEAST Uncharacterized protein YNR034W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNR034W-A PE=1 SV=1,0.65247,0.72401,2.1533,5.3788,4.7059,4.0465,4.0749,5.2447,3.792,3.4079,4.5698,4.3121,0.65247,0.72401,2.1533,1.8386,2.3774,2.0409,NA,NA,NA,NA,NA,NA,0.65247,1.6069,2.1533,1.4607,1.8902,1.624,1.0685,0.71046,0.92336,1.3137,0.96924,1.0732,1.1777,1.6069,1.6418,5.6232,4.0404,5.6649,5.6016,3.9703,5.8044,4.782,3.4539,6.6461,1.1777,1.6069,1.6418,3.5159,3.1557,2.5656,NA,NA,NA,NA,NA,NA,1.1777,0.72401,1.6418,2.6813,2.8963,2.9919,1.9484,2.1319,1.9516,1.9084,2.932,2.0176
Q3E834,Protein transport protein YOS1,YOS1,sp|Q3E834|YOS1_YEAST Protein transport protein YOS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOS1 PE=1 SV=1,NA,1.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E833,EKC/KEOPS complex subunit PCC1,PCC1,sp|Q3E833|PCC1_YEAST EKC/KEOPS complex subunit PCC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCC1 PE=1 SV=1,1.0622,0.98161,0.91082,0.80066,0.52788,NA,NA,0.50926,NA,NA,NA,0.56406,1.0622,0.98161,0.91082,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0622,1.0113,0.91082,NA,0.65809,NA,0.48086,0.70097,0.60583,0.45598,0.57137,0.65189,0.98165,1.0113,0.63732,0.51026,0.48108,NA,NA,0.63706,NA,NA,NA,0.49519,0.98165,1.0113,0.63732,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98165,0.98161,0.63732,NA,0.57607,NA,0.6941,0.5293,0.45339,0.54251,0.44267,0.54109
Q3E830,Uncharacterized protein YCR075W-A,YCR075W-A,sp|Q3E830|YC075_YEAST Uncharacterized protein YCR075W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR075W-A PE=1 SV=1,NA,1.1384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E824,Uncharacterized protein YOR020W-A,YOR020W-A,sp|Q3E824|YO020_YEAST Uncharacterized protein YOR020W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR020W-A PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E7Z5,Uncharacterized protein YIL002W-A,YIL002W-A,sp|Q3E7Z5|YI002_YEAST Uncharacterized protein YIL002W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YIL002W-A PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E7Y3;P0C0W1,40S ribosomal protein S22-B;40S ribosomal protein S22-A,RPS22B;RPS22A,sp|Q3E7Y3|RS22B_YEAST 40S ribosomal protein S22-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS22B PE=1 SV=3;sp|P0C0W1|RS22A_YEAST 40S ribosomal protein S22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN,0.97726,1.0063,0.87715,0.86576,0.8868,0.8145,1.0172,0.9476,0.84783,0.89515,0.98432,0.8756,0.97726,1.0063,0.87715,1.0286,1.0228,0.99324,0.64413,0.69033,0.62021,0.5797,0.71214,0.57158,0.97726,0.96584,0.87715,0.54268,0.63586,0.47508,0.33221,0.39483,0.38008,0.26321,0.27848,0.26421,1.0202,0.96584,0.9773,0.9805,0.95169,0.95205,0.92839,0.843,0.9802,0.9712,0.83635,0.91072,1.0202,0.96584,0.9773,0.98621,0.91595,0.88524,0.73934,0.60315,1.1196,0.96182,1.0496,1.1411,1.0202,1.0063,0.9773,0.66985,0.73673,0.56528,0.33236,0.46114,0.43479,0.3111,0.36855,0.36773
Q3E7X9,40S ribosomal protein S28-A,RPS28A,sp|Q3E7X9|RS28A_YEAST 40S ribosomal protein S28-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS28A PE=1 SV=1,1.1183,1.0171,0.99642,0.73767,0.77753,0.76693,0.81469,0.75229,0.74601,0.87074,0.77784,0.70631,1.1183,1.0171,0.99642,0.72211,0.91642,0.80199,NA,0.51051,0.43714,0.41313,NA,0.70316,1.1183,1.2723,0.99642,0.53629,0.48782,0.41059,0.23696,0.25774,0.23506,0.13502,0.18414,0.17905,1.0956,1.2723,0.82371,0.74189,1.0985,0.7789,0.7869,0.80877,0.7676,0.7563,0.79622,0.76136,1.0956,1.2723,0.82371,0.80628,0.84922,0.72264,NA,0.53716,0.51208,0.56342,NA,0.60168,1.0956,1.0171,0.82371,0.47377,0.51937,0.48795,0.30244,0.31185,0.27466,0.2315,0.22995,0.22062
Q3E7C1,RNA polymerase II transcription factor B subunit 5,TFB5,sp|Q3E7C1|TFB5_YEAST General transcription and DNA repair factor IIH subunit TFB5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFB5 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E7B7,SERF-like protein YDL085C-A,YDL085C-A,sp|Q3E7B7|YD85C_YEAST SERF-like protein YDL085C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDL085C-A PE=1 SV=1,NA,NA,1.5455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4057,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E7A9,"Cx9C motif-containing protein 4, mitochondrial",CMC4,"sp|Q3E7A9|CMC4_YEAST Cx9C motif-containing protein 4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMC4 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9128,1.2012,1.1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1735,1.1359,0.86005
Q3E7A3,Uncharacterized protein YJL133C-A,YJL133C-A,sp|Q3E7A3|YJ133_YEAST Uncharacterized protein YJL133C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL133C-A PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2073,NA,NA,0.43878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2673,NA,NA,0.45906,NA,NA,NA,NA
Q3E795,Uncharacterized protein YLR361C-A,YLR361C-A,sp|Q3E795|YL361_YEAST Uncharacterized protein YLR361C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR361C-A PE=1 SV=1,0.9498,0.99733,0.97228,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9498,0.99733,0.97228,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9498,1.3049,0.97228,1.1989,NA,NA,NA,NA,NA,0.66823,NA,NA,0.93135,1.3049,0.88625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93135,1.3049,0.88625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93135,0.99733,0.88625,1.0972,NA,NA,NA,NA,NA,0.88453,NA,NA
Q3E793,Uncharacterized bolA-like protein YAL044W-A,YAL044W-A,sp|Q3E793|BOL1_YEAST BolA-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BOL1 PE=1 SV=1,NA,NA,NA,NA,NA,1.2621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E792;P0C0T4,40S ribosomal protein S25-A;40S ribosomal protein S25-B,RPS25A;RPS25B,sp|Q3E792|RS25A_YEAST 40S ribosomal protein S25-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS25A PE=1 SV=1;sp|P0C0T4|RS25B_YEAST 40S ribosomal protein S25-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN,0.9183,0.95203,0.79015,0.90064,0.94703,0.72798,0.79838,0.9239,0.88621,0.8391,0.93556,0.76401,0.9183,0.95203,0.79015,1.0558,1.0811,0.95767,0.82186,0.77768,0.90932,0.79121,0.75543,1.1602,0.9183,0.96695,0.79015,0.4316,0.45617,0.40338,0.23581,0.2365,0.25409,0.19718,0.19837,0.097534,1.0291,0.96695,1.0139,0.85103,0.94675,0.92274,0.82539,0.77004,0.85429,0.86071,0.80923,0.73149,1.0291,0.96695,1.0139,0.79197,0.87089,0.9395,0.82681,0.92538,1.082,0.87054,1.005,1.3949,1.0291,0.95203,1.0139,0.48537,0.53388,0.51857,0.28385,0.39103,0.37403,0.19617,0.30966,0.25826
Q3E784,SCOCO-like protein 1,SLO1,sp|Q3E784|SLO1_YEAST SCOCO-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLO1 PE=1 SV=1,1.2608,1.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2608,1.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2608,1.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68804,1.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68804,1.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68804,1.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E776,Uncharacterized protein YBR255C-A,YBR255C-A,sp|Q3E776|YB255_YEAST Uncharacterized protein YBR255C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR255C-A PE=4 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E772,Uncharacterized protein YGR169C-A,YGR169C-A,sp|Q3E772|LSO2_YEAST Protein LSO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSO2 PE=2 SV=1,NA,0.80648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E764,Translation machinery-associated protein 7,TMA7,sp|Q3E764|TMA7_YEAST Translation machinery-associated protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA7 PE=1 SV=1,1.1547,1.1375,1.0903,1.0593,1.052,0.9048,0.91973,0.87158,0.6917,0.7903,0.95347,0.74522,1.1547,1.1375,1.0903,0.80497,NA,0.88916,NA,NA,NA,NA,NA,NA,1.1547,1.039,1.0903,0.821,0.89882,0.88091,0.65293,0.64473,0.6416,0.32902,0.39232,0.33785,1.0621,1.039,0.91873,1.1384,1.0176,0.80109,1.0004,0.84589,0.33719,0.8935,1.0104,0.78028,1.0621,1.039,0.91873,1.0008,NA,0.95549,NA,NA,NA,NA,NA,NA,1.0621,1.1375,0.91873,0.93011,0.76165,0.99686,0.4975,0.63826,0.65714,0.22925,0.63069,0.29924
Q3E757;P0C0W9,60S ribosomal protein L11-B;60S ribosomal protein L11-A,RPL11B;RPL11A,sp|Q3E757|RL11B_YEAST 60S ribosomal protein L11-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL11B PE=1 SV=3;sp|P0C0W9|RL11A_YEAST 60S ribosomal protein L11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN,0.99431,1.0267,0.97563,0.97704,0.97988,0.96356,1.1007,1.0497,0.97996,1.0581,1.0454,0.97901,0.99431,1.0267,0.97563,1.0042,1.2553,1.3054,0.78991,0.89573,1.1618,0.80498,0.73272,0.83286,0.99431,0.98963,0.97563,0.42916,0.40413,0.41285,0.26887,0.30697,0.29765,0.21326,0.19807,0.23073,1.0024,0.98963,1.0122,0.99507,0.99158,0.96759,0.92412,0.99012,0.97543,1.0161,0.96984,0.96567,1.0024,0.98963,1.0122,1.0429,1.0762,1.0737,1.1954,1.1202,1.3863,1.2807,1.2183,1.1998,1.0024,1.0267,1.0122,0.50875,0.52071,0.48401,0.302,0.32354,0.36291,0.23098,0.2447,0.28545
Q3E756,UPF0768 protein YBL029C-A,YBL029C-A,sp|Q3E756|YB029_YEAST UPF0768 protein YBL029C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL029C-A PE=1 SV=1,NA,NA,0.8377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8377,NA,NA,NA,2.2279,NA,1.6806,1.7215,NA,1.5602,NA,NA,1.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127,NA,NA,NA,2.3752,NA,2.2927,2.186,NA,2.1408
Q3E754,40S ribosomal protein S21-B,RPS21B,sp|Q3E754|RS21B_YEAST 40S ribosomal protein S21-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS21B PE=1 SV=1,1.0138,0.95784,0.9403,0.76594,0.74421,0.67569,0.75943,0.64799,0.63259,0.70935,0.68633,0.65216,1.0138,0.95784,0.9403,0.66315,0.84482,0.68525,0.42158,0.50572,0.44971,0.50804,0.46697,0.54614,1.0138,1.0715,0.9403,0.35829,0.34248,0.33357,0.20261,0.23752,0.21421,0.13464,0.141,0.15755,0.88941,1.0715,0.70681,0.73765,0.7603,0.71888,0.68784,0.69828,0.65723,0.70196,0.73306,0.67379,0.88941,1.0715,0.70681,0.60202,0.73177,0.75466,0.71025,0.48368,0.63114,0.68297,0.47503,0.67904,0.88941,0.95784,0.70681,0.40058,0.4773,0.38251,0.26146,0.26867,0.26019,0.18417,0.17965,0.17804
Q3E752,Uncharacterized protein YPR036W-A,YPR036W-A,sp|Q3E752|SPO24_YEAST Sporulation protein 24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPO24 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E747,Uncharacterized protein YLR363W-A,YLR363W-A,sp|Q3E747|YL363_YEAST Uncharacterized protein YLR363W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR363W-A PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3E705,rRNA-processing protein EFG1,EFG1,sp|Q3E705|EFG1P_YEAST rRNA-processing protein EFG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFG1 PE=1 SV=2,1.1031,1.1619,0.9444,0.74436,0.92889,1.1137,NA,NA,NA,NA,NA,NA,1.1031,1.1619,0.9444,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1031,1.1192,0.9444,0.85457,0.6342,1.0221,0.73761,NA,NA,NA,NA,NA,1.1383,1.1192,0.87204,0.87464,0.88794,0.84193,NA,NA,NA,NA,NA,NA,1.1383,1.1192,0.87204,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1383,1.1619,0.87204,0.80384,0.74605,0.69938,0.55341,NA,NA,NA,NA,NA
Q2V2P9,Uncharacterized protein YDR119W-A,YDR119W-A,sp|Q2V2P9|YD19A_YEAST Uncharacterized protein YDR119W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR119W-A PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q2V2P4,Uncharacterized protein YIL156W-B,YIL156W-B,sp|Q2V2P4|YI156_YEAST Uncharacterized protein YIL156W-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YIL156W-B PE=3 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
