Protein IDs,Gene names,rim15KO_C_T00_R1,WT_C_T00_R1,rim15KO_C_T00_R3,WT_C_T00_R3,rim15KO_C_T06_R1,WT_C_T06_R1,rim15KO_C_T06_R3,WT_C_T06_R3,rim15KO_C_T16_R1,WT_C_T16_R1,rim15KO_C_T16_R3,WT_C_T16_R3,rim15KO_C_T30_R1,WT_C_T30_R1,rim15KO_C_T30_R3,WT_C_T30_R3,rim15KO_N_T06_R1,WT_N_T06_R1,rim15KO_N_T06_R3,WT_N_T06_R3,rim15KO_N_T16_R1,WT_N_T16_R1,rim15KO_N_T16_R3,WT_N_T16_R3,rim15KO_N_T30_R1,WT_N_T30_R1,rim15KO_N_T30_R3,WT_N_T30_R3,rim15KO_P_T06_R1,WT_P_T06_R1,rim15KO_P_T06_R3,WT_P_T06_R3,rim15KO_P_T16_R1,WT_P_T16_R1,rim15KO_P_T16_R3,WT_P_T16_R3,rim15KO_P_T30_R1,WT_P_T30_R1,rim15KO_P_T30_R3,WT_P_T30_R3,rim15KO_N_T00_R1,WT_N_T00_R1,rim15KO_N_T00_R3,WT_N_T00_R3,rim15KO_P_T00_R1,WT_P_T00_R1,rim15KO_P_T00_R3,WT_P_T00_R3,WT_C_T00_R2,rim15KO_C_T00_R2,WT_C_T06_R2,rim15KO_C_T06_R2,WT_C_T16_R2,rim15KO_C_T16_R2,WT_C_T30_R2,rim15KO_C_T30_R2,WT_N_T06_R2,rim15KO_N_T06_R2,WT_N_T16_R2,rim15KO_N_T16_R2,WT_N_T30_R2,rim15KO_N_T30_R2,WT_P_T06_R2,rim15KO_P_T06_R2,WT_P_T16_R2,rim15KO_P_T16_R2,WT_P_T30_R2,rim15KO_P_T30_R2,WT_N_T00_R2,rim15KO_N_T00_R2,WT_P_T00_R2,rim15KO_P_T00_R2
P32324,EFT1,1.0036,0.97518,0.99386,1.0125,0.99211,0.95146,0.92311,0.96456,0.86627,0.92737,0.81729,0.91208,0.87167,0.90382,0.8566,0.88676,1.009,0.95022,1.0411,0.96425,0.64331,0.72921,0.56073,0.86953,0.59698,0.67567,0.50918,0.73982,0.68016,0.73585,0.67758,0.72691,0.51892,0.45497,0.58472,0.60516,0.47749,0.37091,0.42628,0.47951,1.0036,0.97518,0.99386,1.0125,1.0036,0.97518,0.99386,1.0125,0.93172,1.0137,0.98991,0.97095,0.90488,0.88114,0.91319,0.86666,0.93747,0.94896,0.74139,0.75998,0.63096,0.60831,0.76918,0.70915,0.59427,0.58275,0.46986,0.43964,0.93172,1.0137,1.0137,0.93172
P38879,EGD2,1.0254,1.0065,1.0197,0.88399,0.88604,1.0077,0.90947,0.91664,0.9039,0.90655,0.91466,0.93494,0.99971,0.88585,0.92485,0.98368,0.97108,0.95843,0.89279,0.92982,1.0096,0.89235,0.75181,0.89049,2.0548,1.1307,0.74982,1.0187,0.74602,0.76979,0.6873,0.70836,0.58722,0.63463,0.69955,0.72476,0.56882,0.70281,0.6224,0.6563,1.0254,1.0065,1.0197,0.88399,1.0254,1.0065,1.0197,0.88399,1.0921,1.021,0.88363,0.91278,0.92595,0.87315,0.93198,0.90097,0.96755,1.1369,0.83115000000000006,0.96545,0.85226,0.75836,0.72773,0.64623,0.67326,0.68125,0.65165,0.62961,1.0921,1.021,1.021,1.0921
P38295,EHT1,0.92392,0.89835,0.89648,0.96503,1.2265,0.79748,1.0484,0.78678,1.9035,0.61168,0.79522,0.35822,0.48452,0.44035,0.8871,0.37586,1.5352,0.8546,1.6765,0.88898,1.8151,3.0483,0.5334,3.2328,NA,NA,2.8891,2.6743,1.006,0.92489,1.0499,1.0076,0.75351,0.59264,0.72017,0.69607,0.8005,0.47802,0.6794,0.64703,0.92392,0.89835,0.89648,0.96503,0.92392,0.89835,0.89648,0.96503,0.87443,0.94766,0.87245,0.97964,0.66326,0.76891,0.56325,0.6911,1.2512,1.196,NA,NA,NA,NA,0.91682,0.92809,0.72491,0.81846,0.57556,0.70423,0.87443,0.94766,0.94766,0.87443
Q05050,EIS1,0.80657,0.91714,0.88848,0.89449,2.3009,2.1863,1.8121,2.0844,2.7541,2.5995,3.2462,2.378,4.1384,3.0149,3.2471,2.4734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6464,1.3346,1.7026,1.8613,1.0508,1.6785,1.0586,1.5308,0.94063,1.4563,0.83282,1.6421,0.91949,1.304,0.80657,0.91714,0.88848,0.89449,0.80657,0.91714,0.88848,0.89449,0.96142,1.1635,1.5117,2.2811,2.0262,3.5778,2.0833,4.2688,NA,NA,NA,NA,NA,NA,1.6456,1.1866,1.9205,1.064,1.8153,0.85458,0.96142,1.1635,1.1635,0.96142
P25358,ELO2,NA,NA,0.92729,1.0504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92729,1.0504,NA,NA,0.92729,1.0504,0.93965,0.92587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93965,0.92587,0.92587,0.93965
P40319,ELO3,0.92223,0.90069,0.91596,1.0032,1.1709,0.9053,0.90113,0.97848,1.0112,0.82761,1.0277,0.88725,0.89446,0.8633,0.88285,0.97367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89066,0.72605,0.81204,0.87297,NA,NA,0.6892,0.72369000000000006,NA,NA,0.48182,0.54955,0.92223,0.90069,0.91596,1.0032,0.92223,0.90069,0.91596,1.0032,0.83742,0.86915,0.95129,1.0596,0.95403,1.1456,0.7746,1.1163,NA,NA,NA,NA,NA,NA,0.87391,0.72609,0.73574,0.6064,0.59871,0.49162,0.83742,0.86915,0.86915,0.83742
P42935,ELP2,1.1778,0.89207,1.0092,1.0779,1.2791,0.89782,0.92677,0.92697,1.5365,0.8298,1.161,0.94692,1.1857,0.93836,1.4058,1.2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0227,0.78656,0.92601,0.78666,0.67343,0.55061,0.85219,0.72497,0.73244,0.63904,0.78317,0.78671,1.1778,0.89207,1.0092,1.0779,1.1778,0.89207,1.0092,1.0779,0.77865,1.1095,1.0934,1.0507,1.3722,1.3201,1.1687,1.2805,NA,NA,NA,NA,NA,NA,NA,NA,0.9693,0.9203,0.84057,0.78089,0.77865,1.1095,1.1095,0.77865
P25574,EMC1,0.81866,0.92841,0.9564,1.0801,1.033,0.81726,1.0994,1.0713,1.1397,1.1172,0.76609,0.95835,0.74257,0.87618,0.77827,0.90276,0.9946,0.93417,0.90637,1.1853,NA,NA,NA,NA,NA,NA,NA,NA,1.0224,0.85644,0.96391,0.96454,0.73027,0.58604,0.80948,0.88733,0.85881,0.56439,0.7119,0.73265,0.81866,0.92841,0.9564,1.0801,0.81866,0.92841,0.9564,1.0801,0.89506,0.89733,0.96365,1.1433,0.94775,0.9235,0.74799,0.92685,0.94944,1.1276,NA,NA,NA,NA,0.95586,0.90269,0.95625,0.76647,0.7494,0.65188,0.89506,0.89733,0.89733,0.89506
P53073,EMC4,0.93669,0.9527,0.98539,1.216,NA,NA,1.1687,1.2836,1.4913,0.94785,1.415,1.1878,1.3436,1.0462,1.2518,1.1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9545,0.93192,0.90689,1.0478,0.61185,0.59507,0.74977,0.82359,0.62834,0.47764,0.66587,0.70271,0.93669,0.9527,0.98539,1.216,0.93669,0.9527,0.98539,1.216,0.93441,0.89815,1.1051,1.2813,1.0749,1.3517,1.1131,1.3506,0.83992,1.1743,NA,NA,NA,NA,1.0132,0.92751,0.92656,0.79743,0.72211,0.72846,0.93441,0.89815,0.89815,0.93441
Q04409,EMI2,0.83963,1.0922,0.91085,0.94373,1.5567,1.3817,1.4829,1.33,1.7789,1.4268,1.5543,1.4304,1.4715,1.4819,1.5983,1.4675,1.3307,1.2381,1.3097,1.125,NA,NA,0.88457,1.2731,1.3366,1.2458,1.3609,1.0086,0.95704,1.0293,0.97609,1.0874,0.85803,0.76848,0.94398,0.95557,0.99956,0.79591,0.86537,0.99239,0.83963,1.0922,0.91085,0.94373,0.83963,1.0922,0.91085,0.94373,0.93549,0.89039,1.339,1.4446,1.3154,1.5819,1.2057,1.2941,1.1509,1.5119,NA,NA,0.96109,1.0983,0.92104,0.99224,0.93871,0.93826,0.94594,0.84925,0.93549,0.89039,0.89039,0.93549
P32803,EMP24,0.90576,0.98225,0.9118,1.0899,1.4756,0.98661,1.1982,1.0822,1.2985,0.76415,0.70012,0.87,1.5001,1.0173,1.8905,1.2208,NA,NA,1.1132,1.2188,NA,NA,NA,NA,NA,NA,NA,NA,1.0194,0.98395,1.0168,1.0812,0.80432,0.71353,0.84747,0.89815,0.77687,0.58637,0.67204,0.65524,0.90576,0.98225,0.9118,1.0899,0.90576,0.98225,0.9118,1.0899,0.92422,0.98542,0.97414,1.3168,1.0487,1.4275,0.98784,1.5582,1.0546,1.0889,NA,NA,NA,NA,0.96984,1.025,0.80194,0.88092,0.67585,0.5634,0.92422,0.98542,0.98542,0.92422
P43555,EMP47,0.93696,0.93446,0.91845,0.90432,1.3015,0.9207,0.8269,1.0507,1.2455,0.76981,0.9022,1.0041,1.1165,0.92903,1.3574,1.0916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88652,0.99466,0.82407,0.92929,0.59983,0.54228,0.62449,0.79661,0.64081,0.49296,0.46413,0.64191,0.93696,0.93446,0.91845,0.90432,0.93696,0.93446,0.91845,0.90432,0.90124,0.98404,0.83557,1.1151,1.1743,1.5158,0.95218,1.5368,NA,NA,NA,NA,NA,NA,1.0068,0.79585,1.0025,0.67332,0.63804,0.48391,0.90124,0.98404,0.98404,0.90124
P42842,EMW1,1.0394,1.0908,0.96818,1.1099,NA,NA,0.79918,1.0286,NA,NA,NA,NA,0.99663,1.0978,0.77732,0.88564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8174,0.79737,0.73451,0.68105,NA,NA,0.57539,0.64459,0.53596,0.57727,0.44974,0.59369,1.0394,1.0908,0.96818,1.1099,1.0394,1.0908,0.96818,1.1099,0.96794,1.1128,0.89571,1.1005,1.0125,0.79805,0.92311,1.0452,NA,NA,NA,NA,NA,NA,0.75853,0.72536,0.58937,0.47217,0.61717,0.47545,0.96794,1.1128,1.1128,0.96794
Q01896;P13587;Q12691,ENA2;ENA1;ENA5,1.2499,1.2615,1.3187,1.3573,NA,NA,0.56031,0.76244,NA,NA,NA,NA,NA,NA,NA,NA,0.97853,1.8441,NA,NA,NA,NA,2.8783,1.8913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2499,1.2615,1.3187,1.3573,1.2499,1.2615,1.3187,1.3573,1.4357,1.2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.0771,NA,NA,NA,NA,1.4357,1.2196,1.2196,1.4357
P39013,END3,1.1262,1.1193,0.99401,1.0654,1.0961,1.09,1.3816,1.2485,1.5838,1.3865,1.4852,1.2911,0.80975,0.69121,1.8009,1.2431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2949,1.4175,1.0118,1.1117,0.87919,0.87205,1.0934,0.94929,NA,NA,NA,NA,1.1262,1.1193,0.99401,1.0654,1.1262,1.1193,0.99401,1.0654,1.1219,1.2107,1.0162,0.94732,NA,NA,1.0572,0.90588,NA,NA,NA,NA,NA,NA,NA,NA,1.0141,0.96491,0.94858,1.0774,1.1219,1.2107,1.2107,1.1219
P00924,ENO1,0.94885,1.1108,1.1164,1.031,0.93139,1.4662,1.1327,1.4513,0.90274,1.3953,1.064,1.2796,0.99555,1.4003,1.0316,1.5465,1.114,0.98279,1.0583,1.0752,1.8928,1.2241,1.5628,1.0607,1.4896,0.48264,2.4752,1.1327,2.7261,3.3946,2.7562,3.0226,1.6125,1.6735,1.4723,1.8236,1.7794,1.9629,1.4096,1.8331,0.94885,1.1108,1.1164,1.031,0.94885,1.1108,1.1164,1.031,1.2055,1.0821,1.0052,2.8494,0.90735,1.7513,0.96502,1.8613,0.90412,1.0274,0.79692,3.8517,0.8514,3.0519,3.5039,2.7132,1.9582,1.1919,2.4136,1.4573,1.2055,1.0821,1.0821,1.2055
P00925,ENO2,1.0516,0.9901,1.1387,0.92828,0.97146,0.94864,1.0484,0.92906,0.9251,0.92605,0.96667,0.95544,0.94054,0.92805,0.95016,0.96941,1.266,0.96105,1.4166,0.94726,0.89001,0.96569,0.95882,0.97832,0.75348,0.753,0.76475,0.98929,1.2109,1.1757,1.1966,1.0655,1.0944,1.011,1.1266,0.98628,1.0152,0.98634,1.0838,0.95113,1.0516,0.9901,1.1387,0.92828,1.0516,0.9901,1.1387,0.92828,1.1427,0.95489,1.008,0.96643,1.0218,0.9453,0.98813,0.96414,0.97447,1.0448,0.92412,1.0526,0.92446,1.0083,1.0458,1.1768,0.97884,1.1085,0.89847,1.0475,1.1427,0.95489,0.95489,1.1427
P38333,ENP1,1.0716,1.0348,1.0406,1.0046,0.97083,0.97491,0.8717,0.9123,0.73719,0.81772,0.7724,0.64179,NA,NA,NA,NA,0.70364,0.99443,1.3549,1.0048,NA,NA,NA,NA,NA,NA,NA,NA,0.80539,0.77225,0.69433,0.6703,NA,NA,NA,NA,NA,NA,0.4702,0.45774,1.0716,1.0348,1.0406,1.0046,1.0716,1.0348,1.0406,1.0046,0.93173,1.1215,0.91059,0.95026,0.74474,0.75287,0.72548,0.56194,1.7319,1.3293,NA,NA,NA,NA,0.86316,0.7292,0.59421,0.56737,0.64393,0.46987,0.93173,1.1215,1.1215,0.93173
P48234,ENP2,1.2208,0.89756,1.1397,1.15,4.1741,1.6203,1.24,1.357,0.76211,0.86033,2.5986,1.4107,1.5259,1.4329,7.11,2.2718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93388,0.91562,0.96861,0.98155,NA,NA,NA,NA,NA,NA,NA,NA,1.2208,0.89756,1.1397,1.15,1.2208,0.89756,1.1397,1.15,0.69672,1.0513,1.9425,3.4626,1.3677,1.9703,NA,NA,NA,NA,NA,NA,NA,NA,0.76775,0.5945,1.512,1.3377,1.4041,1.2796,0.69672,1.0513,1.0513,0.69672
Q05785,ENT2,0.91773,1.016,0.98257,1.0306,1.1089,1.137,1.4585,1.2454,1.8989,1.9995,1.5205,0.88302,1.742,2.0134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2179,1.2595,1.1293,1.2076,0.95211,1.0085,1.0878,1.0403,0.9877,0.99061,NA,NA,0.91773,1.016,0.98257,1.0306,0.91773,1.016,0.98257,1.0306,0.98182,1.0347,NA,NA,1.5541,1.6386,1.0934,1.7269,NA,NA,NA,NA,NA,NA,1.3355,1.3922,1.2248000000000001,1.1243,1.0425,0.82861,0.98182,1.0347,1.0347,0.98182
P47160,ENT3,0.95957,1.0722,1.1297,1.0704,1.3517,1.0684,1.3795,0.99854,1.1668,1.0423,1.3796,0.81045,0.9765,0.98927,1.3592,1.2734,NA,NA,1.6756,0.83046,NA,NA,NA,NA,NA,NA,NA,NA,0.91884,1.0582,0.88251,1.0763,0.62959,0.77701,0.86258,0.75196,0.54827,0.57757,0.62455,0.59837,0.95957,1.0722,1.1297,1.0704,0.95957,1.0722,1.1297,1.0704,0.9592,1.0443,1.1454,1.2984,1.4726,1.5768,NA,NA,0.86955,1.9875,NA,NA,NA,NA,1.1748,1.1402,0.90084,0.7391,0.76419,0.62766,0.9592,1.0443,1.0443,0.9592
Q03769,ENT5,0.91812,0.91454,1.0442,1.1862,1.071,0.74655,NA,NA,NA,NA,NA,NA,0.82486,0.5656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91812,0.91454,1.0442,1.1862,0.91812,0.91454,1.0442,1.1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74696,0.86472,NA,NA,NA,NA,NA,NA,NA,NA
Q04660,ERB1,1.1666,1.0565,1.1136,1.0474,0.97918,0.94423,0.907,0.87697,0.86396,0.84865,0.72369000000000006,0.78583,0.79702,0.8158,0.82838,0.70934,0.88476,1.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75566,0.78851,0.71308,0.75,0.63907,0.68899,0.75689,0.61265,0.63513,0.65015,0.76861,0.6792,1.1666,1.0565,1.1136,1.0474,1.1666,1.0565,1.1136,1.0474,0.75334,1.1185,0.87227,1.0148,0.89095,0.85013,0.77923,0.70906,1.2183,0.8024,NA,NA,NA,NA,0.73932,0.80776,0.73531,0.80913,0.67164,0.76853,0.75334,1.1185,1.1185,0.75334
P32476,ERG1,1.0418,1.1614,1.084,1.369,0.33113,0.19066,0.27278,0.21396,0.14381,0.11259,0.13921,0.082276,0.14756,0.091769,0.18412,0.056687,0.093765,0.25921,0.27725,0.10438,NA,NA,NA,NA,NA,NA,0.20113,0.44659,0.24948,0.15571,0.21037,0.16299,0.17825,0.092233,0.16881,0.17771,0.19285,0.18225,0.17132,0.21948,1.0418,1.1614,1.084,1.369,1.0418,1.1614,1.084,1.369,1.1843,1.0143,0.31137,0.25158,0.2313,0.13486,0.19004,0.093023,0.12872,0.24747,NA,NA,NA,NA,0.15889,0.19698,0.14635,0.19069,0.18212,0.12628,1.1843,1.0143,1.0143,1.1843
P41338,ERG10,1.036,1.1684,1.1447,1.2182,1.0271,1.0546,1.1043,1.1987,1.1295,1.017,1.1041,1.2143,1.08,0.99385,1.151,1.2027,0.90447,1.3505,1.0679,1.2767,0.81309,1.4276,1.0176,1.3426,0.94007,1.2052,0.98936,1.3288,0.75868,0.84858,0.77068,0.79588,0.6693,0.74624,0.75515,0.78271,0.69838,0.761,0.78905,0.79428,1.036,1.1684,1.1447,1.2182,1.036,1.1684,1.1447,1.2182,1.2979,1.038,1.0832,1.0063,1.1268,0.9527,1.1396,0.94601,1.4402,1.0195,1.3725,0.88928,1.6664,0.69734,0.73997,0.7956,0.6803,0.76756,0.65149,0.76008,1.2979,1.038,1.038,1.2979
P10614,ERG11,0.87945,1.0128,0.88612,1.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59496,0.31371,0.36464,0.33693,0.50587,0.45262,NA,NA,NA,NA,NA,NA,0.87945,1.0128,0.88612,1.085,0.87945,1.0128,0.88612,1.085,1.0017,0.8659,0.25966,0.2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38439,0.38443,0.29587,0.20972,NA,NA,1.0017,0.8659,0.8659,1.0017
P07277,ERG12,0.97305,1.0408,1.1601,1.0587,1.1921,1.073,1.1844,1.1062,1.4561,1.1159,1.4648,1.085,1.2223,1.0243,1.5307,1.1353,1.4192,1.502,1.1488,1.0883,NA,NA,NA,NA,NA,NA,NA,NA,0.97323,0.87786,0.9632,0.81247,0.85294,0.73361,0.90765,0.89166,0.89898,0.72344,0.72877,0.76437,0.97305,1.0408,1.1601,1.0587,0.97305,1.0408,1.1601,1.0587,1.0516,1.0227,1.1062,1.1184,1.088,1.2414,0.96976,1.1858,1.3277,1.0297,NA,NA,NA,NA,1.0221,0.96457,0.86499,0.8527,0.91266,0.87369,1.0516,1.0227,1.0227,1.0516
P54839,ERG13,1.1414,1.1424,1.2616,1.1945,1.0353,0.95963,1.253,1.1342,0.85763,0.66016,0.94373,0.87076,0.75464,0.65616,0.76479,0.79436,0.93012,1.2418,1.0008,1.3166,1.2154,1.1516,0.70374,1.0392,0.64069,1.7133,0.84662,0.79205,0.82969,0.81397,0.85426,0.80033,0.63745,0.69039,0.79024,0.78303,0.77376,0.62107,0.78551,0.74191,1.1414,1.1424,1.2616,1.1945,1.1414,1.1424,1.2616,1.1945,1.1166,1.0504,1.0875,1.0329,0.88964,0.62941,0.71372,0.56078,1.3522,0.83183,1.473,0.74095,1.5274,0.51499,0.84655,0.79622,0.71596,0.75885,0.64426,0.73783,1.1166,1.0504,1.0504,1.1166
P32352,ERG2,0.83305,1.0527,1.0693,1.2176,0.93125,0.82349000000000006,0.95928,1.114,0.94764,0.88634,0.95358,1.0807,0.88415,0.82371,0.91494,0.9341,0.87362,1.2195,1.6047,1.2528,0.74029,1.0263,0.56638,1.2951,NA,NA,0.673,0.88882,0.68542,0.59879,0.67371,0.64205,0.41571,0.37726,0.55232,0.56985,0.4696,0.32406,0.415,0.43698,0.83305,1.0527,1.0693,1.2176,0.83305,1.0527,1.0693,1.2176,1.0695,0.8425,1.0693,0.90459,1.0055,0.82674,0.83488,0.8012,1.082,1.365,1.1043,0.7545,1.036,0.52331,0.59741,0.63257,0.50446,0.50772,0.40431,0.44506,1.0695,0.8425,0.8425,1.0695
P08524,ERG20,0.94562,1.0313,1.0059,1.1842,1.1844,1.05,1.2406,1.2431,1.2996,1.1819,1.4154,1.2736,1.3792,1.1678,1.3129,1.2233,1.0539,1.3033,1.5141,1.2902,1.0713,1.1935,0.86286,1.2197,1.1011,1.2707,0.98921,1.3596,0.74733,0.84507,0.75007,0.84022,0.53915,0.59634,0.70241,0.84642,0.63218,0.58093,0.52671,0.73872,0.94562,1.0313,1.0059,1.1842,0.94562,1.0313,1.0059,1.1842,1.0227,0.95268,1.0225,1.0123,1.2215,1.2958,1.074,1.2312,1.2411,1.1608,1.1683,1.2929,1.3246,0.95324,0.76233,0.75644,0.69804,0.66449,0.67704,0.60472,1.0227,0.95268,0.95268,1.0227
P53199,ERG26,1.0101,1.1745,1.1124,1.1366,1.0077,0.95279,1.1395,0.97874,0.89394,0.86735,0.8815,0.94565,0.99691,0.80545,0.89163,0.94739,NA,NA,NA,NA,1.0549,1.2937,NA,NA,NA,NA,NA,NA,0.84406,0.69763,0.7988,0.76745,0.56206,0.5042,0.76245,0.64192,0.57582,0.35505,0.56806,0.47232,1.0101,1.1745,1.1124,1.1366,1.0101,1.1745,1.1124,1.1366,1.1982,0.89248,1.0883,0.87603,1.033,0.74469,0.95549,0.82253,1.2502,0.84656,NA,NA,NA,NA,0.70861,0.85717,0.54383,0.77749,0.44154,0.56824,1.1982,0.89248,0.89248,1.1982
Q12452,ERG27,0.88574,1.1121,1.003,1.2081,0.80407,0.60122,0.68554,0.82692,0.64759,0.55444,0.51013,0.57569,0.49855,0.49664,0.42283,0.45288,0.8623,1.1579,1.1294,1.2283,0.55969,0.85862,0.57195,1.4456,0.61138,1.287,0.97606,0.96969,0.7796,0.63931,0.7533,0.72874,0.52388,0.37996,0.58479,0.59815,0.66649,0.42262,0.50448,0.60309,0.88574,1.1121,1.003,1.2081,0.88574,1.1121,1.003,1.2081,1.0197,0.88958,0.83732,0.6818,0.68677,0.5285,0.51057,0.36963,1.3215,1.0754,1.1684,0.54167,0.53323,0.25388,0.63184,0.74503,0.60393,0.6892,0.50982,0.61858,1.0197,0.88958,0.88958,1.0197
P32353,ERG3,0.81782,1.0059,0.88962,1.1283,0.13075,0.097214,0.11589,0.15359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21886,0.15009,NA,NA,NA,NA,0.076031,0.11596,NA,NA,NA,NA,0.81782,1.0059,0.88962,1.1283,0.81782,1.0059,0.88962,1.1283,0.93951,0.89609,0.12983,0.11577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15889,0.16974,0.099804,0.10538,0.086201,0.065625,0.93951,0.89609,0.89609,0.93951
P54781,ERG5,0.75842,1.0334,0.802,1.1684,0.32749,0.19551,NA,NA,0.30466,0.4184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37496,0.43859,0.36822,0.49885,NA,NA,NA,NA,NA,NA,NA,NA,0.75842,1.0334,0.802,1.1684,0.75842,1.0334,0.802,1.1684,0.91621,0.85374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49828,0.46199,0.37108,0.27734,0.47797,0.29397,0.91621,0.85374,0.85374,0.91621
P25087,ERG6,1.0438,1.0836,1.1335,1.2263,1.0088,0.93359,0.99866,1.0308,0.9184,0.80775,0.91838,0.92486,0.91615,0.75897,0.88699,0.90807,0.79974,1.2045,1.0206,1.2663,0.90498,1.229,0.78195,1.4987,0.8998,1.6179,0.96345,1.6763,0.69816,0.63681,0.69308,0.66456,0.54083,0.52072,0.65564,0.65156,0.57137,0.52705,0.60193,0.6441,1.0438,1.0836,1.1335,1.2263,1.0438,1.0836,1.1335,1.2263,1.0453,0.99804,1.0079,0.92011,0.86436,0.8229,0.83602,0.80241,1.1746,1.0084,1.2759,0.96125,1.405,0.66379,0.63107,0.6614,0.55411,0.61562,0.50891,0.57415,1.0453,0.99804,0.99804,1.0453
P38604,ERG7,1.0143,0.99924,0.97958,1.0205,NA,NA,0.78203,0.8937,0.75351,0.92097,0.70488,0.90958,0.54347,0.74965,0.59088,0.69448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74796,0.6933,0.79893,0.71074,0.58866,0.52263,0.7233,0.73843,NA,NA,0.92486,1.069,1.0143,0.99924,0.97958,1.0205,1.0143,0.99924,0.97958,1.0205,1.0185,0.89443,1.0493,0.94456,0.82112,0.8625,0.89685,0.75904,NA,NA,NA,NA,NA,NA,0.74668,0.82869,0.67765,0.61297,0.76607,0.75449,1.0185,0.89443,0.89443,1.0185
P24521,ERG8,1.0666,1.1703,1.236,1.0975,0.98736,0.92255,1.1048,1.1495,1.0676,1.0748,1.1891,1.3007,0.92061,0.92393,0.89886,1.1517,0.85558,0.93599,0.98965,1.2755,NA,NA,1.2222,3.543,NA,NA,NA,NA,0.893,0.89819,0.92184,0.86331,0.78002,0.79297,0.90054,0.89978,0.75362,0.62195,0.78235,0.66188,1.0666,1.1703,1.236,1.0975,1.0666,1.1703,1.236,1.0975,1.1028,1.0447,1.0785,1.0353,1.1122,1.0455,1.0999,0.90415,1.2176,1.4187,2.3358,1.2812,NA,NA,0.91089,0.90703,0.78548,0.83774,0.83605,0.74894,1.1028,1.0447,1.0447,1.1028
P29704,ERG9,0.73106,1.0647,0.94804,1.31,0.95249,0.85776,0.79834,1.2472,0.74579,0.9225,0.70675,1.0015,0.81843,0.89518,0.78315,0.97012,0.85667,1.0423,1.043,1.2236,NA,NA,NA,NA,NA,NA,NA,NA,0.68122,0.62172,0.76913,0.85347,0.4598,0.41241,0.56558,0.79516,0.5651,0.36905,0.42664,0.56589,0.73106,1.0647,0.94804,1.31,0.73106,1.0647,0.94804,1.31,1.0288,0.84707,1.0074,0.96867,0.93737,0.91858,0.79106,0.79748,1.0431,0.82742,1.068,1.0654,2.5811,0.96629,0.74758,0.67372,0.66598,0.56758,0.57601,0.48582,1.0288,0.84707,0.84707,1.0288
Q03103,ERO1,0.97827,1.0677,1.1812,1.2404,0.98263,0.84793,0.97289,1.0611,0.62082,1.1115,1.0521,1.0345,0.91696,1.0319,1.0807,0.68225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81492,0.83184,0.97785,1.0062,NA,NA,0.75658,0.80427,NA,NA,NA,NA,0.97827,1.0677,1.1812,1.2404,0.97827,1.0677,1.1812,1.2404,1.2501,0.99827,0.87265,0.92356,NA,NA,1.1338,0.60872,NA,NA,NA,NA,NA,NA,0.7295,0.85666,0.79838,0.70515,NA,NA,1.2501,0.99827,0.99827,1.2501
