Protein IDs,comparison,normalized_ratio_mean,normalized_ratio_rep1,normalized_ratio_rep2
sp|P15303|SEC23_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15424|MS116_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15454|KGUA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15496|IDI1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15565|TRM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15624|SYFB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15625|SYFA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15646|FBRL_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15700|KCY_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15703|BGL2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15705|STI1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15732|UBC5_YEAST;sp|P15731|UBC4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15790|CSK21_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15873|PCNA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P15891|ABP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16120|THRC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16140|VATB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16387|ODPA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16451|ODPX_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16474|GRP78_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16521|EF3A_YEAST;sp|P53978|EF3B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16547|OM45_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16550|APA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16603|NCPR_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16622|HEMH_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16649|TUP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16861|PFKA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16862|PFKA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P16965|STF2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17076|RL8A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17106|CBF1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17255|VATA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17423|KHSE_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17442|PHO81_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17505|MDHM_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17536|TPM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17555|CAP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17695|GLRX2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17709|HXKG_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17883|SKI3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17891|CLC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P17967|PDI_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P18239|ADT2_YEAST;sp|P18238|ADT3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P18562|UPP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P18759|SEC18_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P18851|GBB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P18899|DDR48_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P18961|YPK2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19073|CDC42_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19097|FAS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19146|ARF2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19262|ODO2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19263|MED14_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19358|METK2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19414|ACON_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19454|CSK22_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19524|MYO2_YEAST;sp|P32492|MYO4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19880|YAP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19881|PNPP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P19882|HSP60_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20051|PYRC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20081|FKBP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20107|ZRC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20424|SRP54_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20433|RPB4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20435|RPAB2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20436|RPAB3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20447|DBP3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20448|DBP4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20449|DBP5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20459|IF2A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20484|MAK11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20485|KICH_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20604|PP11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20606|SAR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20676|NUP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P20967|ODO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21147|ACO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21182|DCAM_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21242|PSA7_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21243|PSA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21264|PUR6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21304|PWP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21306|ATP5E_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21375|OSM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21524|RIR1_YEAST;sp|P21672|RIR3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21538|REB1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21560|CBP3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21576|VPS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21657|DAL81_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21734|UBC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21801|SDHB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21827|RCC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21954|IDHP_YEAST;sp|P41939|IDHC_YEAST;sp|P53982|IDHH_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P21965|MCK1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22023|KRE5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22135|ATP12_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22137|CLH_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22138|RPA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22146|GAS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22147|XRN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22203|VATE_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22211|NPR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22213|SLY1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22214|SEC22_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22217|TRX1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22336|RFA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22515|UBA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22517|KCC2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22579|SIN3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22696|ESS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22768|ASSY_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22803|TRX2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22804|BET1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22855|MAN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P22936|APN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23180|AIM17_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23201|SPA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23202|URE2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23248|RS3A2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23250|RPI1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23254|TKT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23292|KC12_YEAST;sp|P23291|KC11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23301|IF5A1_YEAST;sp|P19211|IF5A2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23337|GYS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23542|AATC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23561|STE11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23585|HXT2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23615|SPT6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23638|PSA3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23639|PSA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23641|MPCP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23642|VAN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23644|TOM40_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23724|PSB6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P23776|EXG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P24000|RL24B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P24031|PPA3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P24276|SSD1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P24279|MCM3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P24280|SEC14_YEAST;sp|P33324|YKJ1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P24521|ERG8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P24783|DBP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25039|EFGM_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25040|TSR4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25043|PSB2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25045|LCB1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25087|ERG6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25293|NAP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25294|SIS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25296|CANB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25297|PHO84_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25303|SCJ1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25332|RBSK_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25340|ERG4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25342|CDC10_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25343|RV161_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25349|YCP4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25358|ELO2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25365|SED4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25367|RNQ1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25369|LSB5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25372|TRX3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25373|GLRX1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25374|NFS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25375|PRTD_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25386|USO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25441|RPC4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25443|RS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25451|PSB3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25491|MAS5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25555|GBP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25566|MXR2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25567|SRO9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25574|EMC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25582|SPB1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25605|ILV6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25617|YCQ6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25623|SYP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25626|IMG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25627|BUD23_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25631|YCU1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25632|RSC6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25635|PWP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25644|PAT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25654|YCY0_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25655|NOT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25694|CDC48_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25719|CYPC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P25847|MSH2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26321|RL5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26637|SYLC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26754|RFA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26755|RFA3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26783|RS5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26784|RL16A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26785|RL16B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P26786|RS7A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27351|AP2B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27466|KCC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27472|GYS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27476|NSR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27614|CBPS_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27616|PUR7_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27692|SPT5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27809|KRE2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27810|KTR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27929|NAM9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P27999|RPB9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28000|RPAC2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28007|GAR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28240|ACEA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28241|IDH2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28274|URA7_YEAST;sp|P38627|URA8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28321|MGLL_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28495|CAPZA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28625|YIM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28707|SBA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28708|PRR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28777|AROC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28817|HIBCH_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P28834|IDH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29055|TF2B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29295|HRR25_YEAST;sp|P39962|KC13_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29311|BMH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29366|BEM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29453|RL8B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29465|CHS3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29469|MCM2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29496|MCM5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29509|TRXB1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29547|EF1G1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29703|FNTA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29704|FDFT_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P29952|MPI_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30605|ITR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30619|SEC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30624|LCF1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30656|PSB5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30657|PSB7_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30665|MCM4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30771|NAM7_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30822|XPO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P30902|ATP7_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31109|SNC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31116|DHOM_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31373|CYS3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31380|FUN30_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31382|PMT2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31383|2AAA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31384|CCR4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31412|VATC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31539|HS104_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31688|TPS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P31787|ACBP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32074|COPG_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32178|CHMU_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32179|MET22_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32191|GPDM_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32263|P5CR_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32264|PROB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32266|MGM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32288|GLNA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32319|VPS10_YEAST;sp|P53751|YN94_YEAST;sp|P40890|VTH2_YEAST;sp|P40438|VTH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32324|EF2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32327|PYC2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32331|YMC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32333|MOT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32337|IMB3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32340|NDI1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32342|SRP21_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32352|ERG2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32353|ERG3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32356|TREA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32364|SMY1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32366|VA0D_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32368|SAC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32377|MVD1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32378|COQ2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32379|PSA5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32381|ARP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32386|YBT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32419|MDHP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32445|RIM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32447|ASF1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32449|AROG_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32453|ATP11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32454|APE2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32457|CDC3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32458|CDC11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32463|ACPM_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32464|HYM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32466|HXT3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32468|CDC12_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32469|DPH5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32471|EF1B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32472|FKBP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32473|ODPB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32474|EUG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32476|ERG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32478|HS150_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32481|IF2G_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32485|HOG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32486|KRE6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32494|NGG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32495|NHP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32496|RPN12_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32497|EIF3C_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32499|NUP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32501|EI2BE_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P32502|EI2BB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
